id,label,link,organization_type,domains,activities,intervention_focuses,location_hints,focuses_on_gcbrs,category_trail,description,created_at,notion_url
137,"Podcast - The 80,000 Hours Podcast",https://80000hours.org/podcast,Media,"Technical ; Governance","Education & Career",,"United Kingdom ; London ; Remote",yes,"Transversal > Education","In-depth conversations about the world’s most pressing problems and what you can do to solve them. They have several episodes tagged ""Catastrophic Pandemics” or ""Biorisk strategy & policy”.",2024-05-10T09:08:00+00:00,https://notion.so/13d5ea5a45744fa4b7c3fea44b41ecee
190,PopVax,https://popvax.com,"For-profit company",Technical,"Technology development ; Research",Vaccines,"South Asia ; India ; Hyderabad",no,"Response > Medical countermeasures","PopVax is an Indian biotechnology company based in Hyderabad building a novel thermostable, low-cost, and safe second-generation mRNA platform for rationally-designed broadly-protective multi-epitope vaccines.",2024-08-03T13:35:00+00:00,https://notion.so/0284260722084121bf3c33b57a7bfd4b
134,"Pour Demain",https://pourdemain.ch,"Think tank",Governance,"Policy development","DNA synthesis ; Indoor air quality ; Pathogen surveillance","Europe (excl. UK) ; Switzerland ; Bern ; Berlin ; Germany ; Brussels ; Belgium",yes,"Response > Non-medical countermeasures","Pour Demain is a non-profit think tank, developing proposals on neglected issues. They are committed to evidence-based policies, developing scientifically sound recommendations and facilitating the exchange between science, politics and civil society.",2024-04-26T08:20:00+00:00,https://notion.so/fae866b6a6a245d891a17b81e1aabb2e
241,RAND,https://www.rand.org/,"Think tank",Governance,"Research ; Policy development ; Outreach & Advocacy","Biological weapons ; Crisis management ; Epidemiology","Global ; USA ; Europe (excl. UK) ; United Kingdom ; Belgium ; Australia ; Netherlands ; Santa Monica CA ; Pittsburgh PA ; Boston MA ; Cambridge ; Brussels ; Canberra ; Rotterdam",yes,Detection,"RAND is a research organization that develops solutions to public policy challenges to help make communities throughout the world safer and more secure, healthier and more prosperous. It brings together expertise in public health systems, biosecurity and biotechnology, pandemic response and health to develop and evaluate strategies, test novel solutions in health surveillance and strengthen the future public health system.",2024-11-09T15:54:00+00:00,https://notion.so/17cfc630d1994ce9b5347142e300aefa
201,"Resilience Action Network International (rani)",https://rani.co,"International non-profit organization",Governance,"Outreach & Advocacy ; Coordination","Crisis management ; Vaccines ; Supply chain disruption ; Pathogen surveillance","Global ; Remote",no,Prevention,"Rani (formerly the Pandemic Action Network) is a global advocacy network of over 400 global multi-sector organizations. They aim to forsee emerging threats and make societies better prepared to tackle health, climate, and economic shifts. This include humanity being better prepared to deal with outbreaks and prevent a deadly and costly pandemic from happening again.",2024-08-22T13:02:00+00:00,https://notion.so/c6d877a5cd184b97bae61b032004e585
145,"Robert Koch Institute (RKI) ",https://www.rki.de/EN,"Research institute / lab / network","Technical ; Governance","Research ; Policy development","Pathogen surveillance ; Antimicrobial resistance ; Biological weapons ; Rapid diagnostics ; Crisis management","Europe (excl. UK) ; Germany ; Berlin",no,"Response > Medical countermeasures","RKI is Germany’s public health institute. They investigate disease and health on all levels: from viruses in human cells to obesity in the population. RKI scientists collect data on non-communicable diseases, on infectious diseases and (new) biological dangers. On this basis, they develop policy recommendations and preventive strategies.",2024-05-10T11:50:00+00:00,https://notion.so/a7a0ec60951e454896a3ad36da48e03e
114,Roche,https://www.roche.com,"For-profit company",Technical,"Technology development ; Research","Therapeutics ; Rapid diagnostics ; Antimicrobial resistance","Global ; Europe (excl. UK) ; North America (excl. US) ; South America ; North Africa ; Sub-Saharan Africa ; Middle East ; East Asia & Pacific ; Central Asia ; South Asia ; United Kingdom ; USA",no,"Response > Medical countermeasures","Roche is a Swiss multinational healthcare company. One of their focus areas is on Infectious Diseases.",2024-04-19T08:20:00+00:00,https://notion.so/ccd748cf2d36498ea7ee1da3bd25499a
262,"Rosetta Commons Biosecurity Fellowship",https://rosettacommons.org/2025/06/26/rosetta-commons-opens-applications-for-2025-biosecurity-fellow/,"National non-profit organization",Governance,"Education & Career","AI x Bio","Remote ; Global",yes,"Transversal > Education","The Rosetta Commons Biosecurity Fellowship is a 12-month remote role at the intersection of computational biology and biosecurity. Fellows will engage with researchers and explore how AI-enabled protein design tools can be developed and governed responsibly.",2025-08-19T15:02:00+00:00,https://notion.so/2544061a75b7801d9319dd3be012f304
245,"RTX BBN Technologies",https://www.rtx.com/who-we-are/we-are-rtx/transformative-technologies/bbn,"For-profit company",Technical,"Technology development","Synthetic biology ; DNA synthesis ; Rapid diagnostics","USA ; Cambridge MA",no,"Prevention > Preventing production & release","RTX BBN Technologies, a subsidiary of RTX Corporation, specializes in research and development across domains such as quantum engineering, artificial intelligence, and cybersecurity. BBN has notably contributed to advancements like the ARPANET and quantum cryptography. They are now partly focused on synthetic biology, including DNA synthesis security screening.",2024-11-21T15:12:00+00:00,https://notion.so/28622c290ea048e1909d4296181eb20b
258,"Sabeti Lab",https://www.sabetilab.org,"Research institute / lab / network",Governance,Research,"Pathogen surveillance ; Rapid diagnostics ; Therapeutics ; Epidemiology","USA ; Cambridge MA",no,"Response > Medical countermeasures","This lab, led by Dr. Pardis Sabeti at the Broad Institute of MIT and Harvard, is a team of scientists, mathematicians, public health professionals, and educators working to stop the next infectious disease outbreak before it starts. They are developing new ways to track outbreaks, diagnose diseases, and uncover fundamental biology.",2024-12-12T16:08:00+00:00,https://notion.so/b4172eea47194eb29c9116d804b94c1f
252,"Sandia National Laboratories (SNL)",https://sandia.gov,"Research institute / lab / network","Governance ; Technical","Research ; Education & Career ; Policy development ; Technology development","Dual-use research of concern ; Biological weapons ; Lab biosafety ; Pathogen surveillance ; Rapid diagnostics ; Therapeutics ; Antimicrobial resistance","USA ; Albuquerque NM ; Livermore CA",no,Detection,"Sandia National Laboratories, established in 1949, is a U.S. research institution dedicated to national security, which includes a research area on biodefense. In addition, its Global Chemical and Biological Security (GCBS) program focuses on reducing chemical and biological threats worldwide by promoting the responsible use of related materials, strengthening security capacities, and improving risk mitigation strategies.",2024-11-21T17:26:00+00:00,https://notion.so/e28131fc7f3c49a7b862d1876184f1f0
132,"Sculpting Evolution Group (Esvelt Lab) @ MIT Media Lab",https://www.sculptingevolution.org,"Research institute / lab / network",Technical,Research,"DNA synthesis ; Pathogen surveillance ; Therapeutics","USA ; Cambridge MA",yes,"Response > Medical countermeasures","We are committed biotechnologists who: • Catalyze beneficial advances by applying robotics and machine learning to evolve new molecular tools and techniques • Apply molecules, models, and cryptography to defend against pandemics and prevent the catastrophic misuse of biotechnology • Work with the guidance of interested communities to safely and humanely edit wild populations and ecosystems.",2024-04-26T08:10:00+00:00,https://notion.so/63da00d3ef26408a958c52a34b4e53a9
12,SecureBio,https://securebio.org,"Research institute / lab / network","Technical ; Governance","Technology development ; Policy development","Pathogen surveillance ; Indoor air quality ; Dual-use research of concern ; AI x Bio","USA ; Cambridge MA",yes,"Response > Non-medical countermeasures","SecureBio's in-house team of researchers and technologists work with experts in academia, industry and government to develop new technologies and policy proposals to delay, detect, and defend against any catastrophic pandemic, whether natural or engineered.",2024-03-01T13:26:00+00:00,https://notion.so/942ac338fbf34e5282b5f540656ddead
133,"SecureBio Detection",https://securebio.org/detection,"Research institute / lab / network",Technical,"Technology development ; Research","Pathogen surveillance ; Dual-use research of concern","USA ; Cambridge MA",yes,"Detection > Early warning","SecureBio Detection (formerly the Nucleic Acid Observatory), as part of SecureBio, aims to design new disease surveillance methods capable of detecting any pandemic threat. They are particularly focused on pathogens that – whether through natural evolution or deliberate engineering – may evade existing or near-future surveillance systems focused on known pathogens of concern.",2024-04-26T08:15:00+00:00,https://notion.so/d79f7565d55a4c94883ca2e66630866d
161,SecureDNA,https://securedna.org,"International non-profit organization",Technical,"Research ; Technology development","DNA synthesis","Europe (excl. UK) ; Switzerland ; Zug",yes,"Prevention > Preventing production & release","SecureDNA is a free, non-profit screening platform designed to safeguard DNA synthesis everywhere. SecureDNA allows synthesis companies to verifiably screen all DNA synthesis and makes it virtually impossible for hazardous DNA to be obtained without authorization.",2024-05-24T14:35:00+00:00,https://notion.so/f65659290aa24557a75fb24e1e7c0750
257,Sentinel,https://blog.sentinel-team.org,"International non-profit organization",Governance,"Outreach & Advocacy ; Research","Crisis management","Remote ; Global",yes,"Transversal > Information","Sentinel is a foresight team and emergency response team seeking to anticipate & react to large-scale catastrophes, particularly those of a speculative nature.",2024-12-12T15:53:00+00:00,https://notion.so/d365493145f44736a432320a7ba605c8
187,"Sentinel Bio",https://sentinelbio.org,"International non-profit organization","Technical ; Governance",Funding,"Pathogen surveillance ; AI x Bio ; DNA synthesis ; Synthetic biology ; Indoor air quality ; Personal protective equipment","USA ; Washington DC",yes,"Transversal > Financing","Sentinel Bio finds, funds, and scales solutions to prevent biosecurity risks and respond to pandemics, across three areas: • Understanding the drivers of catastrophic pandemics • Strengthening safeguards on advanced biotechnologies • Bolstering global pandemic preparedness.",2024-07-09T12:11:00+00:00,https://notion.so/ee61676ba01a42a18432249eb96d40b9
193,"Stanford Existential Risk Initiative (SERI)",https://seri.stanford.edu,"Research institute / lab / network","Technical ; Governance","Research ; Education & Career",,"Global ; Remote ; USA ; Stanford CA",yes,"Transversal > Education","Working to preserve the future of humanity. Existential risks, or global catastrophic risks, are risks that could cause the collapse of human civilization.",2024-08-03T14:05:00+00:00,https://notion.so/421b860f9bb140fc8d2113e8a1374887
234,"Stockholm International Peace Research Institute (SIPRI)",https://www.sipri.org,"Think tank",Governance,"Research ; Policy development ; Outreach & Advocacy","Biological weapons ; Dual-use research of concern","Europe (excl. UK) ; Sweden ; Stockholm",no,"Prevention > Preventing production & release","SIPRI is an independent international institute dedicated to research into conflict, armaments, arms control and disarmament. Established in 1966, SIPRI provides data, analysis and recommendations, based on open sources, to policymakers, researchers, media and the interested public. Some of its activities are focused on chemical and biological weapons.",2024-10-23T15:24:00+00:00,https://notion.so/2e5a1cbc708c424c90cbe98b9bdff101
195,"Survival & Flourishing Fund",https://survivalandflourishing.fund/,"International non-profit organization","Technical ; Governance",Funding,,"Global ; Remote",yes,"Transversal > Financing","[from https://survivalandflourishing.com/] Survival and Flourishing .Com (“SFC”) is a Public Benefit Corporation engaged in philanthropy to support companies, organizations, and projects with positive externalities for the survival and flourishing of humanity and other sentient beings. We distribute non-dilutive grants to for-profit companies recommended by grant recommendation processes ogranized through survivalandflourishing.fund (“SFF”), and we also engage directly in specific philanthropic projects, such as OpenLetter.net, a project of SFC. Currently our work is financed by philanthropist Jaan Tallinn.",2024-08-03T14:23:00+00:00,https://notion.so/36123ec668f64e42ac2eacec50cc778e
167,"Texas A&M Scowcroft Institute",https://bush.tamu.edu/scowcroft/programs,"Think tank",Governance,"Research ; Policy development ; Outreach & Advocacy ; Funding","Crisis management ; Biological weapons ; Pathogen surveillance","USA ; College Station ; Washington DC",yes,"Prevention > Controlling knowledge","The Scowcroft Institute of International Affairs is a policy-oriented research institute and think tank at Texas A&M University. Its Biosecurity and Pandemic Policy Program is dedicated to promoting a world safe, secure, and resilient against existential biological threats.",2024-06-18T12:32:00+00:00,https://notion.so/14fdac66432e43a3880e44afc85660b9
260,"The Pandemic Center",https://pandemics.sph.brown.edu,"Research institute / lab / network",Governance,"Policy development ; Research ; Outreach & Advocacy ; Education & Career","Pathogen surveillance ; Indoor air quality ; Vaccines ; Epidemiology ; Crisis management","USA ; Providence RI",no,"Transversal > Education","The Pandemic Center at the Brown University School of Public Health works to reduce vulnerabilities and increase resilience to pandemics, other biological emergencies, and the harms they pose to health, peace, security, and prosperity. They run the Biosecurity Game changers fellowship.",2025-04-23T18:51:00+00:00,https://notion.so/1de4061a75b780c1bcd8fa1f1a5b99a9
226,"The Unjournal",https://www.unjournal.org,"International non-profit organization","Technical ; Governance",Research,,"Remote ; Global",yes,"Transversal > Information","The Unjournal is making research better by evaluating what really matters. It aims to make rigorous research more impactful and impactful research more rigorous. They provide a database of prioritized research with potential for impact.",2024-10-12T09:28:00+00:00,https://notion.so/92e7f6522ae24fd0a9c875b17e9074d3
142,"The WHO Hub for Pandemic and Epidemic Intelligence (WHO Pandemic Hub)",https://pandemichub.who.int,"Intergovernmental agency","Technical ; Governance",Coordination,"Pathogen surveillance ; Antimicrobial resistance ; Crisis management","Europe (excl. UK) ; Germany ; Berlin",no,"Transversal > Coordination","This WHO Hub’s mission is to improve data, analytics and decision-making to minimize the impacts of pandemic and epidemic threats. It supports countries to strengthen their capacity to detect, monitor and manage current and future public health threats.",2024-05-10T10:26:00+00:00,https://notion.so/31097532b5e54b0b982ff77197ec18f6
56,"United Nations Institute for Disarmament Research (UNIDIR)",https://unidir.org,"Intergovernmental agency",Governance,"Research ; Policy development ; Outreach & Advocacy ; Education & Career","Biological weapons","Europe (excl. UK) ; Geneva",no,"Prevention > Preventing production & release","The UNIDIR is an autonomous institution within the United Nations that conducts independent research on pressing global challenges related to disarmament, arms control and international security. They also run the BWC Advanced Education Course.",2024-03-15T09:56:00+00:00,https://notion.so/42b8c0cbe0f748989cbc599352d7e100
206,"United Nations Office for Disarmament Affairs (UNODA)",https://disarmament.unoda.org,"Intergovernmental agency",Governance,"Policy development ; Coordination ; Education & Career","Biological weapons","Geneva ; Switzerland ; Europe (excl. UK) ; Vienna ; New York City ; USA ; Global",no,"Transversal > Coordination","The Office for Disarmament Affairs supports multilateral efforts aimed at achieving the ultimate goal of general and complete disarmament under strict and effective international control. Weapons of mass destruction, in particular nuclear weapons, continue to be of primary concern owing to their destructive power and the threat that they pose to humanity. They also run the Youth for Biosecurity Fellowship.",2024-10-12T08:14:00+00:00,https://notion.so/11d4061a75b780f3adbbd3cf073902ac
203,"United Nations Office for Disaster Risk Reduction (UNDRR)",https://www.undrr.org/,"Intergovernmental agency",Governance,"Policy development ; Coordination","Crisis management","Geneva ; Switzerland ; Europe (excl. UK)",no,"Transversal > Coordination","The UNDRR convenes partners and coordinates activities to create safer, more resilient communities.",2024-10-12T08:10:00+00:00,https://notion.so/11d4061a75b7803181b2f34bad7028b9
210,"United States Office of Pandemic Preparedness and Response Policy (OPPR) [INACTIVE]",https://bidenwhitehouse.archives.gov/oppr,Government,Governance,"Policy development ; Coordination","Crisis management ; Pathogen surveillance ; Vaccines ; Therapeutics ; Rapid diagnostics ; Personal protective equipment ; Supply chain disruption","USA ; Washington DC",no,"Transversal > Coordination","The Office of Pandemic Preparedness and Response Policy (OPPR) within the Executive Office of the President leads and coordinates actions related to preparedness for, and response to, known and unknown biological threats and pathogens that could lead to a pandemic or to significant public health-related disruptions in the United States.",2024-10-12T08:23:00+00:00,https://notion.so/11d4061a75b780cdbffee81006bfe258
84,"Vir Biotechnology",https://www.vir.bio,"For-profit company",Technical,"Research ; Technology development","Therapeutics ; Vaccines","USA ; San Francisco CA",no,"Response > Medical countermeasures","Vir Biotechnology is a clinical-stage immunology company focused on combining immunologic insights with technologies to treat and prevent serious infectious diseases. Their current programs include work on HIV, influenza, and HBV.",2024-04-05T09:22:00+00:00,https://notion.so/24f7a734f200438bb9baf7d05365656a
91,"Wellcome Sanger Institute",https://www.sanger.ac.uk,"Research institute / lab / network",Technical,Research,"Pathogen surveillance ; Epidemiology ; Rapid diagnostics ; Synthetic biology","United Kingdom ; Essex",no,Detection,"The Wellcome Sanger Institute is a non-profit British genomics and genetics research institute. They have a Parasites and Microbes Programme, a Generative and Synthetic Genomics Programme and a Genomic Surveillance Unit.",2024-04-19T07:19:00+00:00,https://notion.so/bea5dbdaeb8b4b759cfdf1c8e03a3795
76,"Wyss Institute @ Harvard University",https://wyss.harvard.edu,"Research institute / lab / network",Technical,"Research ; Technology development","Vaccines ; Therapeutics ; Rapid diagnostics ; Indoor air quality ; Synthetic biology ; Antimicrobial resistance","USA ; Boston MA",no,"Response > Non-medical countermeasures","Harvard-affiliated bioengineering institute developing biologically inspired technologies, including rapid diagnostics, organ-on-chip platforms and pathogen-detection tools relevant to pandemic preparedness.",2024-04-05T08:39:00+00:00,https://notion.so/84c12367d276460295832a5ce9af9e19
